Song,Quadrant,Title,Genres
MT0015511866,Q1,Lord of the Dance,"New Age, Pop/Rock, Religious"
MT0015518684,Q4,Day in the Life,International
MT0015541501,Q2,'A' Bomb in Wardour Street,Pop/Rock
MT0015546206,Q1,All Night Long,R&B
MT0015587436,Q2,Take Me,Pop/Rock
MT0015599764,Q3,Mama of Mine,Rap
MT0015665796,Q3,"I'm So Lonesome, I Could Cry",Country
MT0015694671,Q3,Don't Make Me,Country
MT0015706588,Q4,I'm Satisfied,Blues
MT0015708437,Q2,Slidin' on That Oil,Rap
MT0015709701,Q4,Don't Go Breaking My Heart,"International, Pop/Rock"
MT0015715008,Q3,White's Ferry,Pop/Rock
MT0015760726,Q4,Not the World's Prettiest,Reggae
MT0015883602,Q3,Weeds,Country
MT0015889071,Q2,Washington Is Next!,Pop/Rock
MT0015929505,Q3,I've Got a Good Thing Going,Country
MT0015940634,Q2,The Needle Lies,"Electronic, Pop/Rock"
MT0015950558,Q2,Obese Lowlifes Restrung,Rap
MT0015962332,Q2,Pussyole (Old Skool),Electronic
MT0015971175,Q2,Monsters Ball Restrung,Rap
MT0016469828,Q3,Sklylark,Reggae
MT0016743722,Q2,Murkin Season,Rap
MT0016770768,Q1,Bron-Y-Aur Stomp,Pop/Rock
MT0016887233,Q4,Silent Night,"Classical, Pop/Rock"
MT0016897938,Q4,O Holy Night,"Classical, Pop/Rock"
MT0016913402,Q3,Dry Lips,Pop/Rock
MT0016915093,Q2,I'll Still Kill,Rap
MT0016918508,Q1,All of Me,Rap
MT0016932218,Q4,Santa Baby,"Easy Listening, Holiday, Jazz, New Age"
MT0016933152,Q3,Good Hearted Woman,Country
MT0016934894,Q1,Get Me Bodied,R&B
MT0016947790,Q4,Take Me There,Country
MT0016971741,Q1,Do It Well,"Pop/Rock, R&B"
MT0016976154,Q3,Yes' I Understand,Country
MT0017031590,Q1,Beltane Walk,Pop/Rock
MT0017278179,Q1,Turn off the Lights,"Pop/Rock, R&B"
MT0017475710,Q2,Somethings,Pop/Rock
MT0017657810,Q1,Till the Morning,R&B
MT0017764570,Q1,Marathon,R&B
MT0017971951,Q1,Feedback,"Electronic, R&B"
MT0018024152,Q1,Just Like You,"Pop/Rock, Stage & Screen"
MT0018029465,Q1,See You Again,"Pop/Rock, Stage & Screen"
MT0018031959,Q1,Life's What You Make It,"Pop/Rock, Stage & Screen"
MT0018044514,Q3,The Other Side of the World,Pop/Rock
MT0018216077,Q2,Heir Apparent,Pop/Rock
MT0018256521,Q4,Gone with the Wind,"Jazz, Vocal"
MT0018288135,Q2,Cherry Kiss,Pop/Rock
MT0018376280,Q4,Satan Lied to Me,"Country, Religious"
MT0018450519,Q1,Sex Education,R&B
MT0018609691,Q3,The Obituary (E.B.G.G.),Rap
MT0018651126,Q1,Skeleton,"International, Latin, Pop/Rock"
MT0018669856,Q2,Talons,Pop/Rock
MT0018793776,Q1,Rio [US Edit],Pop/Rock
MT0019352491,Q4,Fatima,Rap
MT0019766193,Q3,In a Modern World,"Electronic, Pop/Rock"
MT0019971734,Q4,Cash Flow,"Electronic, Reggae"
MT0020009125,Q2,Don't Get Caught Slippin,Rap
MT0020034314,Q2,Reckoning,Pop/Rock
MT0026135542,Q1,I've Got You Under My Skin,Jazz
MT0026236933,Q3,Save Me,Pop/Rock
MT0026330298,Q3,"Why'd You Do It, Baby?",Jazz
MT0026378461,Q3,Circles and X's,"Country, Folk, Pop/Rock"
MT0026414107,Q4,A Baby Changes Everything,"Country, Holiday"
MT0026519497,Q2,My Gun Go Off,Rap
MT0026520343,Q2,Ugly,Pop/Rock
MT0026607275,Q4,With U,"Electronic, Pop/Rock, R&B"
MT0026624084,Q2,Supremist,"Electronic, Pop/Rock"
MT0026625063,Q2,My Violent Heart,"International, Pop/Rock"
MT0026681751,Q2,Catatonic,Pop/Rock
MT0026682960,Q3,Your Cheatin' Heart,R&B
MT0026697228,Q3,Love for Sale,"Jazz, Vocal"
MT0026712161,Q4,Forever My Lady,R&B
MT0026719173,Q2,Back to One,Pop/Rock
MT0026727455,Q1,Supa Hypnotic,"R&B, Reggae"
MT0026734083,Q2,Sight for Sore Eyes,Pop/Rock
MT0026736490,Q4,Soul Serenade,"Jazz, Pop/Rock, R&B"
MT0026753145,Q1,Lose My Breath,"Electronic, Pop/Rock, R&B"
MT0026753827,Q1,I Believe,Religious
MT0026776967,Q4,Me and Jesus,"Country, Pop/Rock"
MT0026790435,Q1,I Like That,Rap
MT0026795261,Q1,She Suits Me to a Tee,Blues
MT0026805049,Q1,Close the Door,"Soul,Quiet Storm,Urban,R&B"
MT0026811443,Q3,Tumbling Tumbleweeds,"Folk, International"
MT0026826094,Q3,Lonely,Pop/Rock
MT0026898936,Q2,Janie Is a Nazi,Pop/Rock
MT0026900439,Q1,8 Days of Christmas,R&B
MT0026903849,Q2,Survival of the Streets,Pop/Rock
MT0026905937,Q3,Faking Love,Country
MT0026930415,Q1,The Wedding Cake Walk,"Stage & Screen, Vocal"
MT0026933516,Q1,Beauty Is Only Skin Deep,R&B
MT0026953217,Q3,TV Crimes,Pop/Rock
MT0026963572,Q2,Lead Song,Pop/Rock
MT0026971941,Q4,Dreamland Express,"Country, Pop/Rock"
MT0026972072,Q4,Sleepy Lagoon,"Easy Listening, Jazz"
MT0026985012,Q2,AmeriKKKa's Most Wanted,"Golden Age,Gangsta Rap,West Coast Rap,Hardcore Rap,Rap"
MT0026987140,Q2,Pistol Grip Pump,Pop/Rock
MT0026990793,Q2,"Run, Nigger","Comedy/Spoken, Rap"
MT0026999750,Q1,Wrap Her Up,Pop/Rock
MT0027023212,Q4,My Kind of Girl,"Jazz, Vocal"
MT0027032503,Q2,Territory,Pop/Rock
MT0027053023,Q1,Perfect Gentleman,Rap
MT0027072382,Q1,Express Yourself,"Adult Contemporary,Dance-Pop,Contemporary Pop/Rock,Pop/Rock,Club/Dance"
MT0027075208,Q2,Bad Omen,Pop/Rock
MT0027112893,Q1,When Smokey Sings,Pop/Rock
MT0027117169,Q1,Open the Door,Jazz
MT0027142171,Q2,Long Stick Goes Boom,"Heavy Metal,Pop/Rock,Hard Rock"
MT0027149420,Q1,Play,"Electronic, Latin, Pop/Rock, R&B"
MT0027182657,Q3,Set You Free,Country
MT0027317557,Q2,I Ain't With Being Broke,Rap
MT0027535695,Q1,Baby I'm Burnin',Country
MT0027696140,Q1,Wifey Material,Rap
MT0027797339,Q1,Crazy,"International, Pop/Rock"
MT0027859587,Q4,Do You Remember,Pop/Rock
MT0027976714,Q4,Night and Day,"Jazz, Vocal"
MT0028081047,Q2,Black Metal,Pop/Rock
MT0028116568,Q4,Strangers in the Night,"Easy Listening, Jazz, Vocal"
MT0028167155,Q2,Nailed to the Gun,"Electronic, Pop/Rock"
MT0028172888,Q2,Mind Seduction,"Electronic, Pop/Rock"
MT0028213435,Q2,Cranked up Really High,Pop/Rock
MT0028228337,Q4,One Foundation,Reggae
MT0028241237,Q1,Like a Virgin,"Club/Dance,Pop/Rock,Contemporary Pop/Rock"
MT0028242839,Q4,High Society/You're Sensational,"Jazz, Vocal"
MT0028293340,Q4,Hope for Us All,"Country, Pop/Rock"
MT0028335228,Q4,Love of My Life,New Age
MT0028338292,Q3,Heart of Steel,Pop/Rock
MT0028345470,Q2,Suicide Harlequin,"Electronic, International, Pop/Rock"
MT0028348785,Q2,Straight to Hell,Pop/Rock
MT0028359933,Q4,Blue Hawaii,"Vocal Jazz,Jazz,Tin Pan Alley Pop,Vocal Pop,Traditional Pop,Vocal"
MT0028372740,Q1,Dirty Mind,"Electronic, Pop/Rock, R&B"
MT0028374210,Q4,Lady Soul,R&B
MT0028405583,Q2,Rock Like That,Rap
MT0028425911,Q4,The Christmas Song,"Holiday, R&B"
MT0028444679,Q2,Runaway,Pop/Rock
MT0028445777,Q1,Early Mornin',Pop/Rock
MT0028452849,Q1,Voodoo Lady,Pop/Rock
MT0028471202,Q2,Indians,Pop/Rock
MT0028498801,Q4,When a Man Loves a Woman,R&B
MT0028569169,Q4,Are You Teasing Me,"Country, Religious"
MT0028577577,Q2,Chuckie,Rap
MT0028577920,Q3,Charlie,Pop/Rock
MT0028579548,Q4,In a Sentimental Mood,"Blues, Pop/Rock, R&B"
MT0028587966,Q4,In the Garden,"Country, Religious"
MT0028593700,Q3,I Refuse Limitation,Rap
MT0028603801,Q1,Mighty Love,"Electronic, Pop/Rock, R&B"
MT0028609181,Q4,Book of Rules,Reggae
MT0028615001,Q1,All for You,"Pop/Rock, R&B"
MT0028617657,Q1,Don't Rain on My Parade,"Pop/Rock, Stage & Screen, Vocal"
MT0028617797,Q2,Sex. Murder. Art.,Pop/Rock
MT0028620567,Q2,Intolerance,Pop/Rock
MT0028623145,Q2,The Plague,Pop/Rock
MT0028627699,Q1,I'll Be Doggone [Juke Box Single Version (Stereo)],R&B
MT0028691865,Q3,Goin' Away,Blues
MT0028694655,Q4,Cherry,"Easy Listening, Jazz"
MT0028698324,Q3,"Simple Man, Simple Dream","Country, Pop/Rock"
MT0028703201,Q2,O.G. Original Gangster,Rap
MT0028750297,Q2,Reptile,Pop/Rock
MT0028752173,Q4,Duppy Conqueror,Reggae
MT0028753982,Q4,I Love the Winter Weather/I've Got My Love to Keep Me Warm,"Holiday, Jazz, Vocal"
MT0028754256,Q2,Altar of Sacrifice,Pop/Rock
MT0028758101,Q4,All Souls Night,"International, New Age"
MT0028772639,Q2,I Wanna Be Me,Pop/Rock
MT0028776825,Q4,Body and Soul,"Easy Listening, Jazz, Pop/Rock"
MT0028782832,Q2,Born Addicted,Pop/Rock
MT0028790582,Q2,Elbow a Nigga,Rap
MT0028798040,Q2,Good Mourning/Black Friday,Pop/Rock
MT0028798502,Q4,You Make Me Feel So Young,"Easy Listening, Jazz"
MT0028810869,Q2,Can't Stand You,Pop/Rock
MT0028813190,Q2,Live Undead,Pop/Rock
MT0028813196,Q4,More Than a Girl,R&B
MT0028888763,Q3,I Can't Believe That You've Stopped Loving Me,Country
MT0028915582,Q3,Good as I Was to You,Country
MT0028937743,Q1,Half a Boy and Half a Man,"Latin, Pop/Rock"
MT0028942506,Q4,The Very Thought of You,"Jazz, Vocal"
MT0029033727,Q2,Downfall,Pop/Rock
MT0029065626,Q1,Hercules,Pop/Rock
MT0029091265,Q4,Just a Closer Walk with The,"Country, Religious"
MT0029133325,Q3,Tomorrow Started,"Electronic, Pop/Rock"
MT0029143372,Q4,Friends,"New Age, Pop/Rock, Religious"
MT0029166572,Q3,Baby!,Blues
MT0029174947,Q2,This Is Not an Exit,Pop/Rock
MT0029196396,Q2,Seven,Pop/Rock
MT0029772184,Q2,Get Raped,Pop/Rock
MT0029825641,Q1,Sanctify Yourself,Pop/Rock
MT0029861029,Q3,Untrue Blues,Blues
MT0029990383,Q4,Where or When,"American Popular Song,Traditional Pop,Torch Songs,Vocal"
MT0030006612,Q4,I Wish That I Could Be You,"R&B, Rap, Reggae"
MT0030007733,Q4,Creation,Reggae
MT0030039996,Q1,What Does It Take (To Win Your Love),Jazz
MT0030074137,Q3,I'm Going to Stop Pretending That I Didn't Break Your Heart,Pop/Rock
MT0030097307,Q3,Train Train,"Folk, Pop/Rock"
MT0030097602,Q4,Sand and Foam,"Folk, Pop/Rock"
MT0030160582,Q2,This Is Madness,"Comedy/Spoken, Rap"
MT0030177407,Q2,Suspicion,Pop/Rock
MT0030184605,Q2,Give Me It,Pop/Rock
MT0030191396,Q3,So This Is Love,Country
MT0030203700,Q3,All over Town,Country
MT0030203729,Q2,So Fucked Up,Pop/Rock
MT0030211400,Q2,Shield Your Eyes,Pop/Rock
MT0030212531,Q4,Long Black Veil,"Folk, Pop/Rock"
MT0030214520,Q2,Forgotten,Pop/Rock
MT0030233759,Q2,Juggernaut,Pop/Rock
MT0030247926,Q3,Prison Blues Come Down on Me,Blues
MT0030248025,Q1,Cabaret,"Stage & Screen, Vocal"
MT0030289937,Q3,Billie's Blues,"Jazz, Vocal"
MT0030291182,Q1,Split Open and Melt,"Jazz, Pop/Rock"
MT0030319227,Q4,Danke Schoen,"Pop/Rock, Vocal"
MT0030324011,Q2,Dope Hat,Pop/Rock
MT0030327630,Q2,Their Law,Electronic
MT0030349080,Q1,Lookin' for a Love,R&B
MT0030362174,Q4,Someone,"Country, Pop/Rock"
MT0030362299,Q1,Lover,"Jazz, Vocal"
MT0030369896,Q4,The Thoughts of Mary Jane,"Children's, Folk, Pop/Rock"
MT0030407300,Q1,Sexy Dancer,"Electronic, Pop/Rock, R&B"
MT0030423371,Q3,Hang On,Pop/Rock
MT0030438262,Q4,London You're a Lady,"International, Pop/Rock"
MT0030458207,Q1,The Power of Love,Pop/Rock
MT0030481692,Q4,"Baby, What You Want Me to Do",Blues
MT0030484925,Q1,I've Been Working,"Blues, R&B"
MT0030487841,Q1,Midnight Creeper,"Electronic, Pop/Rock, R&B"
MT0030489320,Q2,Legends,Rap
MT0030499533,Q4,Lately,R&B
MT0030504803,Q3,Burger Queen,Pop/Rock
MT0030597498,Q4,Sweet Leilani,"Vocal Pop,American Popular Song,Vocal"
MT0030646708,Q4,What Am I Doing Hangin' 'Round,"Pop/Rock, Stage & Screen"
MT0030968017,Q3,You Hurt Me,"Blues, R&B"
MT0031024722,Q4,Pretty Boy Floyd,"Folk, Pop/Rock"
MT0031049140,Q3,If I Ever Thought You'd Be Lonely,Pop/Rock
MT0031375281,Q4,Born Again,"Country, Religious"
MT0031498585,Q4,This Time of the Year,"Country, Holiday, Pop/Rock"
MT0031548988,Q1,Finger Poppin' Time,"Pop/Rock, R&B"
MT0031555265,Q2,City of Light Restrung,Rap
MT0031574394,Q1,All Over You,Pop/Rock
MT0031593348,Q4,That's What Friends Are For,Pop/Rock
MT0031615037,Q3,You Can Have Her,Country
MT0031618741,Q4,Does Anybody Hear Her,Religious
MT0031626819,Q4,Walk Right Back,"Country, Pop/Rock"
MT0031661393,Q2,Gilmore's,Rap
MT0031664726,Q1,Say I,"Pop/Rock, R&B"
MT0031693432,Q3,Death Letter Blues,"Blues, Jazz"
MT0031726825,Q2,Vanilla,Pop/Rock
MT0031733848,Q4,You Go to My Head,"Blues, Jazz, Vocal"
MT0031826295,Q4,Help Me Hold On,Country
MT0031826774,Q4,God Rest Ye Merry Gentlemen,"Holiday, Vocal"
MT0031834881,Q1,Summer Days,Pop/Rock
MT0031841471,Q3,That's When I See the Blue (In Your Pretty Brown Eyes),Country
MT0031861483,Q2,(Get A) Grip (On Yourself) '89,Pop/Rock
MT0031868141,Q1,Rhythm Divine,Latin
MT0031875986,Q2,A Man in Your Head,Pop/Rock
MT0031893087,Q4,Let Love Rule,Pop/Rock
MT0031903528,Q3,Somewhere,"Blues, Pop/Rock, R&B"
MT0031912859,Q4,The Fool on the Hill,"Easy Listening, International, Latin, Pop/Rock"
MT0031917087,Q1,Ain't Nothin' But Love,Pop/Rock
MT0031919561,Q2,Scapegoat,"Electronic, International, Pop/Rock"
MT0031924755,Q2,Kizz My Black Azz,Rap
MT0031925901,Q2,Don't Get Caught,Pop/Rock
MT0031939057,Q4,If You Don't Want to See Santa Claus Cry,"Country, Holiday, International, Pop/Rock, Religious"
MT0031964947,Q2,Berkertex Bribe,Pop/Rock
MT0031979912,Q1,When I Write the Book,Pop/Rock
MT0031996487,Q4,Blood Sun,Reggae
MT0031996897,Q1,Rock 'N' Roll Outlaw,"Electronic, Pop/Rock"
MT0032001427,Q4,Another Day,"Folk, Pop/Rock"
MT0032048707,Q4,Waterloo Sunset,Pop/Rock
MT0032050779,Q2,Wake Up Dead,Pop/Rock
MT0032060949,Q4,Rollin' With the Flow,"Country, R&B"
MT0032061091,Q1,One of These Mornings,Pop/Rock
MT0032093528,Q4,East of the Sun,"Jazz, Vocal"
MT0032157716,Q2,Trigga Happy Nigga,Rap
MT0032235381,Q1,Bandstand Boogie,Pop/Rock
MT0032332758,Q1,Push Up on Me,Pop/Rock
MT0032405359,Q4,Concetta,"Holiday, New Age"
MT0032628164,Q4,We Three Kings,"Folk, Pop/Rock"
MT0032643023,Q3,I'm Bored,Pop/Rock
MT0032651589,Q2,Last of the Mohicans,Rap
MT0032665811,Q2,Critical Mass,Pop/Rock
MT0032669866,Q4,Here's That Rainy Day,"Jazz, Vocal"
MT0032673223,Q1,I Got a Woman,"Blues, Pop/Rock"
MT0032682675,Q4,You Are Here,Pop/Rock
MT0032701682,Q1,Burning Up,"Electronic, Pop/Rock"
MT0032723940,Q4,Still,R&B
MT0032757175,Q3,Maybe I'm Right,"Country, Pop/Rock"
MT0032768117,Q4,Loving Pauper,Reggae
MT0032768122,Q1,Twisted,Jazz
MT0032778604,Q4,You Are My Angel,Reggae
MT0032782452,Q1,Da Booty,Rap
MT0032892262,Q1,Let Me,"Pop/Rock, R&B, Reggae"
MT0032957418,Q2,Still Grimey,Rap
MT0033061162,Q4,Animal Farm [Mono Version],Pop/Rock
MT0033097471,Q2,It's Murda,Rap
MT0033155511,Q2,Dirt,"Electronic, Pop/Rock"
MT0033159895,Q3,What Am I Gonna Do,Country
MT0033218453,Q4,Dimming of the Day,Folk
MT0033226848,Q3,Empathy,Electronic
MT0033252621,Q2,Scarface Groove,Rap
MT0033258989,Q4,Young Love,R&B
MT0033262254,Q4,Don't Throw Your Love on Me So Strong,Blues
MT0033262547,Q4,"Take Me Home, Country Roads","Country, Pop/Rock"
MT0033287096,Q2,Allegiance,Pop/Rock
MT0033319941,Q3,Receiver,"Folk, Pop/Rock"
MT0033345959,Q3,While the Music Plays On,"Jazz, Vocal"
MT0033365015,Q4,Almost Like Being in Love,Easy Listening
MT0033376569,Q4,Unique Is My Dove,"International, Reggae"
MT0033381821,Q1,Drag City,Pop/Rock
MT0033391277,Q4,April Come She Will,"Folk,Folk-Pop,Singer/Songwriter,Psychedelic/Garage,Pop/Rock,Folk-Rock"
MT0033397942,Q4,Last Date,"Country, Easy Listening"
MT0033410438,Q4,You Brought a New Kind of Love to Me,"Jazz, Vocal"
MT0033430737,Q1,She Got Me (When She Got Her Dress On),Pop/Rock
MT0033459750,Q4,Epistle to Derroll,"Folk, Pop/Rock"
MT0033470806,Q2,More Trife Life,Rap
MT0033473090,Q4,Sunny,"Easy Listening, Jazz, Pop/Rock, Vocal"
MT0033493473,Q4,Silent Night,"Holiday, R&B"
MT0033512773,Q1,Do You Believe in Love,Pop/Rock
MT0033717316,Q1,Mine,Rap
MT0033733581,Q4,Door Peep,"Pop/Rock, Reggae"
MT0033818006,Q4,Mary Pickford,"Jazz, Pop/Rock, Vocal"
MT0033841575,Q1,"Break Me, Shake Me","Electronic, Pop/Rock"
MT0033958450,Q1,Little Saint Nick's Drive In,"Holiday, Pop/Rock"
MT0033974184,Q2,The Hard Road Restrung,Rap
MT0033987987,Q4,Young Girl Bluez,Rap
MT0033993440,Q4,Zion in a Vision,Reggae
MT0033994043,Q4,Tenderly,"Jazz, Vocal"
MT0034013916,Q2,Kung Fu You,Pop/Rock
MT0034064577,Q1,Heartbreaker,"Pop/Rock, R&B"
MT0034094847,Q3,When She's Got Me (Where She Wants Me),Country
MT0034113973,Q2,Your Emotions,Pop/Rock
MT0034125967,Q1,Lou's Got the Flu,"Comedy/Spoken, Country"
MT0034136847,Q3,Sloppy Drunk Blues,Blues
MT0034138322,Q4,I'm Gonna Move to the Outskirts of Town,"Blues, Jazz"
MT0034185119,Q1,Power of My Love,Pop/Rock
MT0034191542,Q4,Snowflakes of Love,"Holiday, Pop/Rock, R&B"
MT0034197846,Q3,Billie's Blues,"Jazz, Vocal"
MT0034211183,Q1,Rocket in My Pocket,"Electronic, Pop/Rock"
MT0034225020,Q4,You're My Home,"Easy Listening, Pop/Rock"
MT0034230990,Q4,Celtic Ray,"Pop/Rock, R&B"
MT0034403159,Q2,Twist/Run/Repulsion,Pop/Rock
MT0034403951,Q2,Strong Box,Pop/Rock
MT0034410340,Q3,No Rollin' Blues,"Blues, Jazz"
MT0034422157,Q4,Writer in the Sun,"Folk, Pop/Rock"
MT0034426806,Q2,I'm in Pain,Pop/Rock
MT0034429136,Q4,Wood Cabin,"Electronic, Pop/Rock"
MT0034518366,Q3,Enemy,Pop/Rock
MT0034549623,Q3,When Two World Collides,Country
MT0034551604,Q4,He Set Me Free,"Country, Religious"
MT0034552648,Q1,Girl Talk,R&B
MT0034560618,Q3,Life to Go,Country
MT0034563474,Q1,She's a Woman,Pop/Rock
MT0034574251,Q3,God Loves a Drunk,Pop/Rock
MT0034577404,Q4,Spirit Voices,"Folk, International, Pop/Rock"
MT0034670435,Q2,Charagma,"International, Pop/Rock"
MT0034677542,Q1,Let's Talk About Sex,"R&B, Rap"
MT0034687388,Q4,Here I Go Again,Religious
MT0034694413,Q2,New World,Pop/Rock
MT0034706827,Q4,Prelude to a Kiss,"Jazz, Vocal"
MT0034800740,Q3,One Step Ahead,Pop/Rock
MT0034852831,Q1,Dance with Me,Latin
MT0034988131,Q1,How Sweet It Is (To Be Loved by You),"Pop/Rock, R&B"
MT0034991842,Q2,Teenage Warning,Pop/Rock
MT0034992204,Q4,Farewell Andromeda (Welcome to My Morning),"Country, Pop/Rock"
MT0034992958,Q4,Slavery Days,Reggae
MT0034996484,Q2,You Give Me the Creeps,Pop/Rock
MT0035013189,Q1,Lost in Your Love,R&B
MT0035037927,Q1,A Natural Woman,R&B
MT0035108409,Q4,Your Rocky Spine,"Folk, Pop/Rock"
MT0035119161,Q4,Dixie Lily,Pop/Rock
MT0035241675,Q2,I Am the Establishment,Pop/Rock
MT0035285414,Q2,Deth Kult Social Club,Pop/Rock
MT0035316286,Q3,Brother Harold Dee,Country
MT0035322836,Q2,Pay to Cum,Pop/Rock
MT0035332435,Q1,I Know Where It's At,"Pop/Rock, R&B"
MT0035332835,Q2,In Sufferance,Pop/Rock
MT0035833639,Q3,Love on the Line,Country
MT0035974809,Q3,The Dance,"Country, Pop/Rock"
MT0035974819,Q3,By Her Side [Acoustic Version],"Country, Pop/Rock"
MT0036111757,Q2,Drugs Of Youth,Pop/Rock
MT0036368550,Q1,Dynamite,Pop/Rock
MT0037985737,Q3,Cursed Realms (Of the Winterdemons),"Electronic, Pop/Rock"
MT0039250520,Q2,Fight the Power [Flavor Flav Meets Spike Lee],Rap
MT0041030749,Q4,A Cradle in Bethlehem,Holiday
